,data
25737,chang vũ z ship c 1 hop nha
25738,khách 9075 tổng e hết nhiêu ạ
25739,khách 1968 e xin giá mẫu này ạ
25740,khách 1096 có còn mẩu này đê mình với ạ xanh hồng gì cũng dc
25741,bữa s chốt set xanh chuối cho e r mà sao h giao set nude v
25742,khách 8536 e chưa thấy gọi gì hết
25743,khách 5551 1m64 49 kg mặc vừa size nào ạ
25744,khách 1203 shop ơi
25745,khách 6738 nếu còn gọi chốt mình ạxxxxx
25746,khách 738 ok shop
25747,khách 1140 mình đặt m mà bên mình giao cho mình size s
25748,khách 9337 ok
25749,khách 5082 e oi set nay den ma dơ qa vay e
25750,khách 6568 dạ
25751,khách 682 những mẫu này còn k chị ơi
25752,khách 8077 hic ok c kiếm giúp e nhé tại nhắc hoài cũng ngại
25753,khách 947 e ơi chi nhận đồ rồi có cách 2ngay ma nhan 2san phẩm bên e sao này dồn đon giao lược để những người mua như chi kg phải tôn tien ship
25754,liêu bảy còn lấy em 2 đầm này nha
25755,"shop ơi váy này màu đen em mặc k đẹp lắm, shop đôi màu ngoc thach cho em dc k ak"
25756,khách 1027 và nếu còn 55 kg cao 1 6 mông 105 mặc vừa k ạ
25757,khách 8035 dạ
25758,khách 662 trả lời ib với shop ơi
25759,"S ơi, gửi sai màu cho em rồii e đặt cham gửi em màu cam v"
25760,khách 430 lấy c size mxxxxx khu chợ c tp buôn ma thuột daklak p tân tiến
25761,khách 3948 e oi
25762,khách 2514 mien phj ship hay sao ah
25763,khách 11046 bà chị mình chỉ mua bên đây nhiu ah
25764,khách 910 da có ma may sp e gui con k
25765,khách 791 get started
25766,khách 855 liên hệ tư vấn viên
25767,khách 11244 số này có phải bên em k
25768,"Shop giao lộn màu cho em r , mẫu này em đặt màu rêu s giao màu xám "
25769,khách 902 alo
25770,khách 1283 chốt mẫu này cho m nhé shop
25771,khách 1135 ok shop
25772,khách 1468 còn mẫu này ko shop
25773,"Sốp giao nhầm mâux cho e r , em đạt set trắng mà giao set vang chanh"
25774,1 b6
25775,"em đặt mẫu này size m mà hơi nhỏ em mặc k dc, shop hỗ trợ đổi e size khác được không"
25776,tho nguyễn minh lay mầu nâu
25777,bùi thủy chị ơi cho e hỏi mình còn mã áo với mã quần đó ko ạ
25778,quyên đặng chi oi
25779,"cho em đổi màu xanh berin này lấy màu đỏ đc k , màu xanh berin làm tối da quá"
25780,khách 891 còn ko b
25781,"em mặc màu cam này k hợp lắm, cho e đổi sang màu màu nude dc k s"
25782,khách 6160 e chốt lại nha chị
25783,"Ủa shop , em đặt mẫu hạt dẻ sao giao mẫu cam "
25784,khách 10050 lâu rồi b từ hồi tháng 7 ln ko thấy gưitb
25785,khách 9106 giá bn ạ ship bình định bn ạ
25786,khách 12269 cho e xin giá lun với ạ
25787,khách 12688 ok
25788,khách 1581 có size gì đó e
25789,khách 2970 ship bnhiu ạ
25790,khách 2558 sz m
25791,khách 1925 okie tks shop
25792,"Mầu trắng này em thấy trên live nhạt mà về sáng quá , em đổi mầu khác nha shop"
25793,khách 929 mình gửi lại đồ cho shop hôm t7 rồi nha shop để ý giúp mình vs nhé phí ship hết 13k nha
25794,khách 722 cho mình 2 set size l
25795,bữa s chốt set đen cho e r mà sao h giao set do tham v
25796,khách 5378 mình nhận dc hàng rồi nhé đẹp và rất nhanh ak
25797,khách 2513 lê phương thảo
25798,"-Shop ơi, set này mình mới nhận nhưng thấy k đẹp lắm, shop cho mình đổi qua set khác đc không

-Shop ơi, set xam này mình mặc k hợp lắm,mình đổi sét khác dc k
"
25799,khách 3693 dạ
25800,khách 2975 bao nhiêu z ạ
25801,khách 11441 nhan het roi tui xach voi ao len rat dep cam on em nhieu nhe
25802,khách 1429 mẫu này còn ko e
25803,từ thuỷ alo alo
25804,khách 732 mất bill rồi để tìm xem
25805,khách 789 dt lại cho c nha
25806,khách 1039 vay lay c đam caro voi mấy mẫu trên c gởi hi nh luôn
25807,Ủa shop sao em đặt size m mà giao size S cho em vậy
25808,"em thường mặc đồ bên shop size S  mà sao nay nhận set này chật quá, em muốn đổi qua size S ạ"
25809,khách 741 so dt chixxxxx
25810,khách 460 c còn chốt cho e nha
25811,khách 4077 e đổi màu đc k shop
25812,"shop ơi em đặt mẫu này màu bạc mà về trông hơi dừ , em đổi qua màu trắng đc k"
25813,"shop ơi em đặt mẫu này màu vàng mà về trông hơi dừ , em đổi qua màu xanh duong đc k"
25814,khách 6200 còn màu khác k ạ
25815,"S ơi, gửi sai màu cho em rồii e đặt trắng gửi em màu tim v"
25816,khách 958 ok e
25817,khách 1773 ok b
25818,bùi thanh thuy liên hệ tư vấn viên
25819,khách 692 liên hệ tư vấn viên
25820,khách 8210 dạ cảm ơn shop
25821,khách 1220 túi xách nhiu zay chị
25822,khách 4657 ok shop
25823,khách 5701 shop oi
25824,khách 76 hai mẫu này còn để cho mình nhé shop
25825,khách 911 3 món này của live 23 10 còn k chị dồn đơn cho e luôn
25826,vân lê a94 võ văn tần phú tài phan thiết
25827,oanh nguyễn c có gọi lạicho bên mình qài mà hk đc ý em
25828,khách 781 túi này còn ko
25829,tuyền nguyễn set nay con k c
25830,khách 692 gởi theo địa chỉ 495 nguyễn hữu thọ đà nẵng nha
25831,khách 691 giá 195k ạ
25832,khách 999 em
25833,khách 387 mình chốt
25834,khách 7061 vậy để mình xem hằng livetream rồi mình đặt hàng bên b b giải quyết đổi dùm mình nha cám ơn shop rất nhiều
25835,khách 8436 gọi điện chốt đơn 3 ngày rồi mà nay vẫn chưa nhận đc
25836,khách 1461 cộng bill cho e chưa để e nói người nhà nhận hàng nha chị
25837,khách 406 sao chua thay chốt đơn em
25838,khách 738 da ck rồi
25839,khách 750 số 71 đoàn hoàng minh phường 5 tỉnh bến tre sđtxxxxx
25840,khách 750 tại e đặt trên live 2 bộ chung 1 live mà 2 bạn chốt mỏi bạn chốt cái
25841,khách 1429 đầm hoa trên còn ko shop ơi
25842,khách 4285 aonaybaonhieu e
25843,khách 1629 alo
25844,khách 683 mình chưa có don nào ca
25845,khách 1016 shop giao nhầm size mình đặt mẫu này size l nha
25846,khách 3858 mình có thể đổi size k ạ
25847,váy đỏ đổi qua váy xanh giúp chị nha
25848,khách 11296 ship chị đầm này
25849,khách 771 ok e
25850,khách 4229 mua của shop mấy lần r đẹp nên muốn mua nữa
25851,cho mình hỏi đây có phải sđt của shop đe chốt đơn ko ạ
25852,khách 9627 cho chị set này size m em ơi
25853,quyên đặng giao e 2 bộ này ạ e có chot dc trg live hom wa r ạ
25854,khách 97 đầm này còn k ạ
25855,khách 1643 tổng tiền hàng là bao nhiêu ạ
25856,khách 1018 shop ơi
25857,kim di áo còn hong
25858,khách 3401 lấy chi bộ màu xanh quần dài e nha
25859,bữa s chốt set hạt dẻ cho e r mà sao h giao set nude v
25860,"shop gui nham mau cho em r , em dat lan tim mà shop giao den"
25861,khách 12518 cho địa chỉ shop dc ko ạ
25862,khách 7883 hj e
25863,khách 1648 giá áo bn vậy shop
25864,khách 1629 alo
25865,khách 4984 minh xin gí voi nhe
25866,khách 407 dạ ok
25867,khách 658 dạ e cảm ơn
25868,khách 12613 b oi
25869,đchi tổ 1 thôn phú bình xã tam phú tp tam kỳ tỉnh quảng nam
25870,khách 5423 alo
25871,khách 2527 e nói nv gọi giúp c
25872,khách 4225 ok ạ
25873,khách 737 e ktra 3 đơn trước cửa c đi chưa
25874,cẩm tú liên hệ tư vấn viên
25875,khách 3828 vâng
25876,hoàng lan địa chỉ phun xăm thẩm mỹ anna tran đầu hẻm 52 hùng vương phường thới bình ninh kiều cần thơ
25877,khách 5848 bao nhiêu ạ
25878,khách 958 ok e
25879,khách 765 đầm này còn ko ạ
25880,khách 12518 giá bn ạ
25881,"E đặt mầu xanh , shop giao lộn em màu do tuoi , đổi lại cho em với ạ"
25882,hoàng quyên cho minh hou áo len này va set nay còn hàng ko
25883,khách 1363 alo c
25884,"S ship nhầm mau cho mình mình , m dat xanh lơ mà giao cam , cho mình doi lai "
25885,khách 464 ship cho e địa chỉ cũ nha shop
25886,khách 658 đơn tối ngày 5 3 e k biết đã gọi chốt chưa ạ
25887," cho em dongi set khác dc k shop , set nay e k thich lam"
25888,khách 6086 shop ơi gọi laij chốt hàng dùm e nha nảy đi đường k nghe đc gọi lại máy cuộc k tháy shop bắt máy
25889,khách 3633 bn hai sét
25890,khách 165 cai ao bi loi
25891,khách 89 chốt cho e cái mặc tết với ạ
25892,khách 12353 hqua m đặt mẫu này mà chưa thấy nv gọi lại nhé
25893,"shop ktra lại dùm e , e đặt set caro trắng cham mà nay lại ship set nay cho e "
25894,khách 929 gởi về địa chỉ nào em ơi
25895,"S ship nhầm mau cho mình mình , m dat tim mà giao cam , cho mình long daoi lai "
25896,khách 10033 hi shop
25897,khách 6259 ok
25898,"em nhận hàng nhưng ko đúng maaux e đặt , shop đổi lại cho e v
bữa e đặt  mẫu hồng mà nay lại nhận mẫu hat de này , shop ktra lại dùm e"
25899,khách 2527 e oi
25900,khách 2842 giá nhiu z shop
25901,khách 4731 shop ơi 3 mẫu này còn size 52kg ko ạ
25902,hoàng quyên cam ơn shop
25903,khách 12048 ok e
25904,khách 4455 shop ui
25905,khách 8500 gui c set này nhé
25906,"màu vàng này trên live nhạt mà sao về đậm quá shop, cho e đổi sang màu da bo với"
25907,khách 2512 báo giá giúp mình nhé shop
25908,khách 945 quan e mac size 26
25909,Sao e đạt size M mà shop giao size xl cho e vậy
25910,khách 12155 ok
25911,khách 1326 oke b
25912,khách 12323 bị rách hai bên k thể khâu lam lại đc
25913,yen nhu nguyen ok em
25914,khách 2810 sezi l tầm bao nhiêu cân vay chi
25915,khách 398 e la fb chung le co chot dam nay tren live shop gui ve dc nay giup e nhe
25916,khách 80 e cần 2 màu hồng và vàng lun ạ
25917,mỹ trang màu trắng 100k còn ko e
25918,khách 6096 bn ap
25919,khách 1851 chua em chi chua co don con thi em alo chixxxxx nha
25920,khách 5955 vai chat j ah
25921,khách 3914 ok e
25922,khách 3495 mình nhận đầm bị lỗi
25923,khách 25 bn ạ
25924,khách 10132 dạ
25925,khách 1396 mấy kg mang đc
25926,mỹ trang alo
25927,khách 10247 bên shop mình giao hàng lâu quá ạ ở tphcm mà đặt 1 tuần chưa có hàng luôn
25928,khách 767 thì k thấy shop đt xác nhận ạ
25929,yen nhu nguyen đây địa chỉ nhé em
25930,khách 12277 ok em
25931,khách 190 để em 1 set ạ
25932,khách 958 ok e
25933,khách 879 alo
25934,khách 8832 mà k dám giặt sợ giặt thử mà k ra thì bên e k cho đổi thì lại tiếc thôi để c gửi về e có thì đổi cái mới cho c nè k thì c mua mẫu khác vậy
25935,khách 11216 1 túi màu này nha shop
25936,khách 8483 sh oi mình dc đọc tên tren live đầm xanh hôm chủ nhật mà k thay ai gọi chốt het ạ
25937,khách 704 dạ
25938,khách 1929 dạ ok shop ạ
25939,"shop ktra lại dùm e , e đặt set caro trắng xanh non chuoi mà nay lại ship set nay cho e "
25940,khách 5658 chị ơi
25941,khách 10478 dạ vâng ạ
25942,khách 1853 mẫu này thì bao nhiêu kg vừa ạ
25943,khách 8064 e doi qua mau nay cho c gui lai dia chi c nha
25944,khách 847 còn mẫu này size m thì chốt cho mình nhé
25945,khách 744 e ơi quần jean ai xả ship c nhé sz l
25946,"ủa shop , e thấy trên live màu tim này đẹp lắm mà , sao e đặt về nó đậm v,e đổi màu đc ko
"
25947,khách 12789 bao nhiêu 1 cái vậy c
25948,diễm my e có chốt túi đá nha
25949,khách 789 áo ở tren cho c 1 hồng 1 đen nhé
25950,khách 1730 alo shop
25951,khách 13045 nảy giờ c có đặt trên live mà c chỉ đặt sz s thoi b oi vậy b có kiểm tra đơn hàng trên live tổng tiền cho c đk b oi
25952,khách 738 mình ck 1730k rồi
25953,khách 4206 giá bn ạ
25954,khách 902 len
25955,khách 1411 dạ e nhận đc r đồ đẹp lắm nha
25956,khách 11653 cho mình hỏi đầm mặc bị chật wa đổi đc mẫu khác k shop
25957,khách 722 cho m xả bớt 1 túi 199 dc ko
25958,"cho em đổi màu xanh non chuoi này lấy màu đỏ đc k , màu xanh non chuoi làm tối da quá"
25959,khách 9627 shop ơi
25960,khách 3803 ok
25961,khách 10666 ok cảm ơn pé
25962,khách 879 139 nguyễn bỉnh khiêm
25963,khách 1374 dam nay con kg em
25964,"Sốp giao nhầm mâux cho e r , em đạt set xanh hoang hon mà giao set do"
25965,khách 735 lấy c đủ 5 màu luôn nha e
25966,khách 1629 alo
25967,khách 2008 bn v shop
25968,"ủa em ơi, c đặt sét ca hoi mà sao giao mẫu này cho c?"
25969,khách 12704 bn vậy e
25970,Khách 4677: Cho e xin hình thật dc ko shop
25971,"sóp ơi giao sai mầu cho e r, em đặt mầu cam giao màu xanh nõn chuối thế ạ"
25972,khách 415 xử lý mọi vấn đề hang oi xxxxx xxxxx
25973,khách 2527 nếu có ship c địa chỉ này
25974,khách 6656 shop ơi hình như ship nhầm e size m
25975,khách 3100 bị rớt hêt 1đinh r e
25976,khách 737 đàm c lay size m
25977,khách 2802 minh oi cai vay đỏ bị lỗi ở khóa ci mac lên ko kéo dk
25978,khách 8543 chi oi
25979,khách 3695 dạ vâng e cám ơn ạ
25980,khách 1607 sdtxxxxx
25981,khách 1096 váy này nếu còn thì để mình nhé
25982,"shop gui nham mau cho em r , em dat xanh mà shop giao xanh chuoi"
25983,khách 901 lô 7 căn 12 phan thị ràng salon minh kiều thành phố rạch giá tỉnh kiên giang
25984,khách 684 huhu
25985,thu liễu da để em bộ số 4 nhe chi
25986,khách 917 nếu còn mã đầm 01 shop gửi e 2 đầm xanh và hồng size m
25987,khách 2401 dạ cho e đặt cái sz m
25988,khách 9106 mẫu đó e vừa nha c còn hàng thì gọi e ạxxxxx
25989,khách 4270 rep tnh em
25990,khách 695 liên hệ tư vấn viên
25991,khách 2112 ok
25992,khách 983 còn bông tai dây chuyền kiểu này ko e
25993,khách 830 ok em gửi về 16 trương công định phường 1 đà lạt nha
25994,khách 666 shop ơii
25995,"e ơi, chị vừa nhận đầm mà thấy màu này k hợp với c,cho luc baoi lấy xám đc kh e"
25996,khách 5174 đoi giup e voi
25997,khách 4603 c có hàng đổi cho e chưa và đi hàng cho e chưa ah
25998,khách 665 bi vàng xxxxx 55 11 trần huy liệu thị nại quy nhơn bình định
25999,khách 2983 size l là bao nhiu kí vừa shop
26000,khách 8746 nếu ma e kiem tra hag nếu e thay vải hay size k dk thi e fai trả ship bao nhiu ạ
26001,khách 790 địa chỉ 439 lê duẫn tp bmt dak lak
26002,"nay minh nhan hang mà size L ben shop chat qua , m doi lai size s dc k"
26003,khách 633 22 5 nguỷen quý anh p tân sơn nhì q tân phú
26004,khách 10238 hj
26005,khách 7881 dạ ok ạ
26006,khách 4603 ok c
26007,loan phan set này còn ko c
26008,khách 782 tại hôm qua e đặc trên lai là túi này
26009,nhận đc hàng thì đổi size cho c nhé
26010,khách 750 số 71 đoàn hoàng minh phường 5 tỉnh bến tre sđtxxxxx
26011,khách 88 ship c váy này size m nhé
26012,khách 956 quần này size l lun
26013,khách 1890 het nhiu e ck nhe
26014,khách 985 e hỏi yến dùm chị hồi nãy chốt áo trắng chốt thêm cho chị áo lên nâu tay dài có chử y hình gửi cho chị luon là 2áo nha
26015,khách 7092 ok shop nha
26016,"sop oi , nay minh nhạn hàng mà k đúng màu , shop nau tanini lại cho m vơi"
26017,crystal luu ok vậy lấy trắng
26018,minh ngọc size gì
26019,khách 6055 hi
26020,khách 784 dạ lấy nha shop
26021,"nay minh mới nhận hàng bên shop mà thay giao sai màu , shop cami lai cho e với"
26022,khách 1329 shop chốt đơn m set này nha
26023,khách 3768 chổt cho chị nhé
26024,khách 2562 s oi
26025,Sao  e dat mãu hong mà shop giao mẫu vàng cho e v
26026,khách 8611 e chưa chốt trên live ạ
26027,"em mặc màu cam này k hợp lắm, cho e đổi sang màu o liu dc k s"
26028,khách 8465 ship cho e câu trả lời đi ạ
26029,khách 10998 ok c
26030,khách 11475 còn màu nào ạ
26031,khách 735 c ck rồi nha e
26032,khách 1055 shop gia bảo 114 phạm văn đồng núi thành tỉnh quảng nam
26033,khách 3303 dạ
26034,khách 1791 ok
26035,cindy suong rùi ạh
26036,khách 771 hi e
26037,"sốp ơi, cho em đổi màu này lấy màu xanh da trời đc k , em k thích màu này cho lắm"
26038,khách 443 ok
